UseCase,Serving Name,Batching_Strategy,Hardware,Parallelism,Max_Batch_Size,Chunk_Size,Cost,HW_Combination,Vendor,Energy_Used,TTFT_avg,TPOT_avg,rps,TTFT_p50,TTFT_p90,TTFT_p95,TTFT_p99,output_throughput,total_token_throughput,tokens_per_dollar,num_completed,num_ttft_observed
chat-100.0rps,"b200_sxm-h200_sxm|{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,b200_sxm-h200_sxm,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,55.06,"['b200_sxm_2', 'h200_sxm_2']",Mixed,0.7810118954946269,1704.1502706917308,5.24131095784425,16.410964444458564,1801.091601895974,2838.680292320242,2933.7711002502874,3004.6054140604206,9447.710175852573,18895.420351705146,171.5893602588553,200,200
chat-100.0rps,"h200_sxm-gb300|{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,h200_sxm-gb300,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,67.55,"['h200_sxm_1', 'gb300_1']",Mixed,1.4203282441259328,27.08147711677229,9.349533481989678,10.535936040026277,21.54738461019656,50.18039119200143,60.652087547138834,75.53315302417602,6065.485698562928,12130.971397125855,89.79253439767473,200,200
chat-100.0rps,"tpu_v7-tpu_v7|{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 2, 'PP': 1, 'DP': 2}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,tpu_v7-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,64.0,"['tpu_v7_1', 'tpu_v7_2']",TPU,1.005440610573432,11.307309351422562,5.725127117240241,16.703878468694832,8.674502673745792,21.56097940286155,25.938707110132246,29.94002491200539,9616.339315035271,19232.678630070543,150.2553017974261,200,200
chat-100.0rps,"h200_sxm-etched|{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,h200_sxm-etched,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,78.93,"['h200_sxm_1', 'etched_1']",Mixed,1.7697900994889073,45.33720005960253,9.246113393274978,10.591930457107075,39.160387249998166,84.36868454355677,99.89623523032466,119.67701824305244,6097.721404504258,12195.442809008517,77.25480051316683,200,200
chat-100.0rps,"etched-tpu_v7|{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,etched-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,76.0,"['etched_1', 'tpu_v7_1']",Mixed,1.3757934151265852,6.3271689514639196,5.54349138085948,17.096645650903604,6.072770496000089,7.0730797098667715,7.431466079999995,9.836413441680124,9842.453417996949,19684.906835993897,129.50596602627564,200,200
chat-100.0rps,"tpu_v7-mi355x|{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 1, 'PP': 1, 'DP': 4}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,tpu_v7-mi355x,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,70.0,"['tpu_v7_1', 'mi355x_1']",Mixed,1.2330475674005164,11.307309351422562,5.620926231023916,16.854680369720437,8.674502673745792,21.56097940286155,25.938707110132246,29.94002491200539,9703.155215446206,19406.310430892412,138.61650307780295,200,200
chat-100.0rps,"mi355x-b200_sxm|{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,mi355x-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,73.3,"['mi355x_1', 'b200_sxm_1']",Mixed,1.124757684631934,10.289598175673909,5.5989715225015235,16.97453864249924,7.91879216787089,18.347232315097923,23.336253720651253,27.44641082094757,9772.157023793601,19544.314047587202,133.31728545421012,200,200
chat-100.0rps,"b200_sxm-mi355x|{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 1, 'PP': 1, 'DP': 2}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,b200_sxm-mi355x,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,70.6,"['b200_sxm_1', 'mi355x_1']",Mixed,1.0194596710116426,11.349999187056655,5.670720248869472,16.89425368965278,8.854578365629607,20.51537695175113,26.1013404948404,30.698505543109647,9725.937377864657,19451.874755729314,137.7611526609725,200,200
chat-100.0rps,"mi350x-gb300|{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,mi350x-gb300,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,69.0,"['mi350x_2', 'gb300_1']",Mixed,0.6292333032611674,31.459728756800203,5.580575767692399,19.608555934264523,26.322595710066167,56.027050509893975,61.391034165219665,79.01203335339679,11288.547608576415,22577.09521715283,163.60213925473064,200,200
chat-100.0rps,"h200_sxm-mi355x|{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,h200_sxm-mi355x,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,53.669999999999995,"['h200_sxm_1', 'mi355x_1']",Mixed,1.0249902868405163,25.90035311974717,9.734255573721871,9.54613560723157,20.220030322094203,48.82898587163439,60.10714863488631,70.8953514710982,5495.662538405179,10991.325076810357,102.39728970384161,200,200
chat-100.0rps,"mi355x-h200_sxm|{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,mi355x-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,53.669999999999995,"['mi355x_1', 'h200_sxm_1']",Mixed,1.5577326048924884,75.29852459323845,5.519394385929095,16.906524109677765,64.11732362972293,157.94374243510467,174.1225673768855,203.0536447011072,9733.00139732094,19466.00279464188,181.3490105705411,200,200
chat-100.0rps,"tpu_v7-gb300|{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,tpu_v7-gb300,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,92.0,"['tpu_v7_1', 'gb300_1']",Mixed,1.5737084478028254,149.1070899812995,5.58223769316733,16.80132092554465,144.56909700491286,263.689118660239,295.0868269017845,318.61174753536204,9672.436450231427,19344.872900462855,105.13517880686334,200,200
chat-100.0rps,"h200_sxm-etched|{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,h200_sxm-etched,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,84.62,"['h200_sxm_1', 'etched_2']",Mixed,1.3950231062596903,414.17118916019325,9.34873552419979,10.305964968927311,428.95340311562416,729.1119409558614,785.1438924184865,841.1394465328117,5933.092502786609,11866.185005573217,70.11454151248651,200,200
chat-100.0rps,"mi355x-gb300|{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,mi355x-gb300,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,78.5,"['mi355x_1', 'gb300_1']",Mixed,0.8884598782054678,10.267867392910876,5.832764894221383,15.444105499480598,7.91879216787089,18.347232315097923,23.336253720651253,27.44641082094757,8891.094315523484,17782.188631046967,113.26234796845202,200,200
chat-100.0rps,"mi355x-b200_sxm|{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 6}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,mi355x-b200_sxm,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,70.6,"['mi355x_2', 'b200_sxm_1']",Mixed,1.0816388087247766,1638.060495552218,4.533112962947443,18.18424285726928,1660.8458532489026,2772.160125540361,2877.562876877926,2953.7536333158323,10468.577691715638,20937.155383431276,148.28013727642548,200,200
chat-100.0rps,"etched-mi350x|{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,etched-mi350x,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,73.5,"['etched_1', 'mi350x_1']",Mixed,1.3757934151265852,6.3271689514639196,5.54349138085948,17.096645650903604,6.072770496000089,7.0730797098667715,7.431466079999995,9.836413441680124,9842.453417996949,19684.906835993897,133.91093085710133,200,200
chat-100.0rps,"h200_sxm-tpu_v6e|{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,h200_sxm-tpu_v6e,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,30.619999999999997,"['h200_sxm_2', 'tpu_v6e_2']",Mixed,0.9086841938216337,2771.484920861268,7.457139485178357,11.25305743900226,3310.7301915574944,3919.7295273905543,4066.379154816753,4183.745162187017,6478.328902346407,12956.657804692813,211.57181261745288,200,200
chat-100.0rps,"tpu_v6e-h200_sxm|{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 2}|DISAGGREGATED|bs128|cs2048",DISAGGREGATED,tpu_v6e-h200_sxm,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,37.239999999999995,"['tpu_v6e_2', 'h200_sxm_2']",Mixed,1.1531144939747846,729.12056544412,16.370712346622717,6.447696642528646,773.3958452444213,1251.955810851221,1316.5177697099464,1413.3840215825326,3711.906718620529,7423.813437241058,99.67526097262432,200,200
