Batching_Strategy,Hardware,Parallelism,Max_Batch_Size,Chunk_Size,Cost,HW_Combination
BatchingMethod.DISAGGREGATED,mi350x-mi355x,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,66.0,"['mi350x_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,mi355x-mi350x,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,70.0,"['mi355x_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,50.48,"['h200_sxm_1', 'h200_sxm_2']"
BatchingMethod.DISAGGREGATED,h200_sxm-h200_sxm,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,50.48,"['h200_sxm_2', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,68.8,"['b200_sxm_1', 'b200_sxm_2']"
BatchingMethod.DISAGGREGATED,b200_sxm-b200_sxm,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,68.8,"['b200_sxm_2', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,gb300-gb300,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,96.0,"['gb300_1', 'gb300_2']"
BatchingMethod.DISAGGREGATED,gb300-gb300,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,96.0,"['gb300_2', 'gb300_1']"
BatchingMethod.DISAGGREGATED,etched-etched,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,96.0,"['etched_1', 'etched_2']"
BatchingMethod.DISAGGREGATED,etched-etched,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,96.0,"['etched_2', 'etched_1']"
BatchingMethod.DISAGGREGATED,mi350x-mi350x,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,60.0,"['mi350x_1', 'mi350x_2']"
BatchingMethod.DISAGGREGATED,mi350x-mi350x,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,60.0,"['mi350x_2', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,mi355x-mi355x,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,76.0,"['mi355x_1', 'mi355x_2']"
BatchingMethod.DISAGGREGATED,mi355x-mi355x,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,76.0,"['mi355x_2', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,tpu_v6e-tpu_v7,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,34.0,"['tpu_v6e_2', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,tpu_v7-tpu_v6e,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,54.0,"['tpu_v7_1', 'tpu_v6e_2']"
BatchingMethod.DISAGGREGATED,h200_sxm-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,52.769999999999996,"['h200_sxm_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,66.50999999999999,"['b200_sxm_1', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,gb300-etched,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,96.0,"['gb300_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,etched-gb300,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,96.0,"['etched_1', 'gb300_1']"
BatchingMethod.DISAGGREGATED,mi350x-mi355x,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,62.0,"['mi350x_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,mi355x-mi350x,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,74.0,"['mi355x_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,62.31,"['h200_sxm_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,tpu_v7-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,68.19999999999999,"['tpu_v7_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-etched,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,92.6,"['b200_sxm_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,gb300-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,56.169999999999995,"['gb300_1', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,etched-mi355x,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,78.5,"['etched_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,mi350x-gb300,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,91.5,"['mi350x_1', 'gb300_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,60.62,"['h200_sxm_1', 'tpu_v7_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-h200_sxm,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,53.86,"['tpu_v7_2', 'h200_sxm_2']"
BatchingMethod.DISAGGREGATED,h200_sxm-b200_sxm,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,64.22,"['h200_sxm_2', 'b200_sxm_2']"
BatchingMethod.DISAGGREGATED,b200_sxm-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,55.06,"['b200_sxm_1', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-gb300,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,89.2,"['b200_sxm_2', 'gb300_2']"
BatchingMethod.DISAGGREGATED,gb300-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,75.6,"['gb300_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,gb300-etched,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,96.0,"['gb300_2', 'etched_2']"
BatchingMethod.DISAGGREGATED,etched-gb300,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,96.0,"['etched_1', 'gb300_1']"
BatchingMethod.DISAGGREGATED,etched-mi350x,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,69.0,"['etched_2', 'mi350x_2']"
BatchingMethod.DISAGGREGATED,mi350x-etched,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,87.0,"['mi350x_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,mi350x-mi355x,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,72.0,"['mi350x_2', 'mi355x_2']"
BatchingMethod.DISAGGREGATED,mi355x-mi350x,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,64.0,"['mi355x_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,mi355x-tpu_v7,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,67.0,"['mi355x_2', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,tpu_v6e-mi355x,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,63.0,"['tpu_v6e_2', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,58.93,"['h200_sxm_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,tpu_v7-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,67.0,"['tpu_v7_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-etched,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,85.8,"['b200_sxm_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,gb300-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,67.55,"['gb300_1', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,etched-mi355x,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,83.5,"['etched_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,mi350x-gb300,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,82.5,"['mi350x_1', 'gb300_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,57.239999999999995,"['h200_sxm_1', 'tpu_v7_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-h200_sxm,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,57.239999999999995,"['tpu_v7_2', 'h200_sxm_2']"
BatchingMethod.DISAGGREGATED,h200_sxm-b200_sxm,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,59.64,"['h200_sxm_2', 'b200_sxm_2']"
BatchingMethod.DISAGGREGATED,b200_sxm-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,59.64,"['b200_sxm_1', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-gb300,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,82.4,"['b200_sxm_2', 'gb300_2']"
BatchingMethod.DISAGGREGATED,gb300-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,82.4,"['gb300_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,gb300-etched,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,96.0,"['gb300_2', 'etched_2']"
BatchingMethod.DISAGGREGATED,etched-gb300,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,96.0,"['etched_1', 'gb300_1']"
BatchingMethod.DISAGGREGATED,etched-mi350x,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,78.0,"['etched_2', 'mi350x_2']"
BatchingMethod.DISAGGREGATED,mi350x-etched,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,78.0,"['mi350x_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,mi350x-mi355x,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,68.0,"['mi350x_2', 'mi355x_2']"
BatchingMethod.DISAGGREGATED,mi355x-mi350x,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,68.0,"['mi355x_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,mi355x-tpu_v7,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,70.0,"['mi355x_2', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,tpu_v6e-mi355x,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,50.0,"['tpu_v6e_2', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,55.55,"['h200_sxm_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,tpu_v7-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,65.8,"['tpu_v7_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-etched,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,79.0,"['b200_sxm_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,gb300-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,78.93,"['gb300_1', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,etched-mi355x,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,88.5,"['etched_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,mi350x-gb300,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,73.5,"['mi350x_1', 'gb300_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,53.86,"['h200_sxm_1', 'tpu_v7_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-h200_sxm,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,60.62,"['tpu_v7_2', 'h200_sxm_2']"
BatchingMethod.DISAGGREGATED,h200_sxm-b200_sxm,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,55.06,"['h200_sxm_2', 'b200_sxm_2']"
BatchingMethod.DISAGGREGATED,b200_sxm-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,64.22,"['b200_sxm_1', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-gb300,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,75.6,"['b200_sxm_2', 'gb300_2']"
BatchingMethod.DISAGGREGATED,gb300-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,89.2,"['gb300_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,gb300-etched,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,96.0,"['gb300_2', 'etched_2']"
BatchingMethod.DISAGGREGATED,etched-gb300,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,96.0,"['etched_1', 'gb300_1']"
BatchingMethod.DISAGGREGATED,etched-mi350x,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,87.0,"['etched_2', 'mi350x_2']"
BatchingMethod.DISAGGREGATED,mi350x-etched,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,69.0,"['mi350x_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,mi350x-mi355x,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,64.0,"['mi350x_2', 'mi355x_2']"
BatchingMethod.DISAGGREGATED,mi355x-mi350x,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,72.0,"['mi355x_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,mi355x-tpu_v7,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,73.0,"['mi355x_2', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,tpu_v6e-mi355x,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,37.0,"['tpu_v6e_2', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,52.169999999999995,"['h200_sxm_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,tpu_v7-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,64.6,"['tpu_v7_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-etched,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,72.19999999999999,"['b200_sxm_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,gb300-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,90.31,"['gb300_1', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,etched-mi355x,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,93.5,"['etched_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,mi350x-gb300,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,64.5,"['mi350x_1', 'gb300_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-mi350x,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,58.81,"['h200_sxm_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,mi355x-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,65.5,"['mi355x_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,tpu_v7-etched,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,92.0,"['tpu_v7_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,gb300-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,72.19999999999999,"['gb300_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-mi355x,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,75.1,"['b200_sxm_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,etched-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,56.169999999999995,"['etched_1', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-tpu_v6e,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,30.619999999999997,"['h200_sxm_1', 'tpu_v6e_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,64.0,"['tpu_v7_1', 'tpu_v7_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-b200_sxm,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,67.6,"['tpu_v7_2', 'b200_sxm_2']"
BatchingMethod.DISAGGREGATED,b200_sxm-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,55.06,"['b200_sxm_1', 'h200_sxm_2']"
BatchingMethod.DISAGGREGATED,h200_sxm-gb300,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,84.62,"['h200_sxm_2', 'gb300_2']"
BatchingMethod.DISAGGREGATED,b200_sxm-h200_sxm,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,55.06,"['b200_sxm_2', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,gb300-b200_sxm,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,75.6,"['gb300_2', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,gb300-etched,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,96.0,"['gb300_1', 'etched_2']"
BatchingMethod.DISAGGREGATED,etched-gb300,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,96.0,"['etched_2', 'gb300_1']"
BatchingMethod.DISAGGREGATED,etched-mi350x,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,69.0,"['etched_1', 'mi350x_2']"
BatchingMethod.DISAGGREGATED,mi350x-etched,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,87.0,"['mi350x_2', 'etched_1']"
BatchingMethod.DISAGGREGATED,mi350x-mi355x,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,72.0,"['mi350x_1', 'mi355x_2']"
BatchingMethod.DISAGGREGATED,mi355x-mi350x,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,64.0,"['mi355x_2', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,mi355x-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,67.0,"['mi355x_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-mi350x,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,56.43,"['h200_sxm_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,mi355x-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,68.5,"['mi355x_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,tpu_v7-etched,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,84.0,"['tpu_v7_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,gb300-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,79.0,"['gb300_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-mi355x,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,73.3,"['b200_sxm_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,etched-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,67.55,"['etched_1', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-tpu_v6e,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,37.239999999999995,"['h200_sxm_1', 'tpu_v6e_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,64.0,"['tpu_v7_1', 'tpu_v7_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-b200_sxm,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,66.4,"['tpu_v7_2', 'b200_sxm_2']"
BatchingMethod.DISAGGREGATED,b200_sxm-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,59.64,"['b200_sxm_1', 'h200_sxm_2']"
BatchingMethod.DISAGGREGATED,h200_sxm-gb300,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,73.24,"['h200_sxm_2', 'gb300_2']"
BatchingMethod.DISAGGREGATED,b200_sxm-h200_sxm,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,59.64,"['b200_sxm_2', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,gb300-b200_sxm,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,82.4,"['gb300_2', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,gb300-etched,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,96.0,"['gb300_1', 'etched_2']"
BatchingMethod.DISAGGREGATED,etched-gb300,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,96.0,"['etched_2', 'gb300_1']"
BatchingMethod.DISAGGREGATED,etched-mi350x,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,78.0,"['etched_1', 'mi350x_2']"
BatchingMethod.DISAGGREGATED,mi350x-etched,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,78.0,"['mi350x_2', 'etched_1']"
BatchingMethod.DISAGGREGATED,mi350x-mi355x,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,68.0,"['mi350x_1', 'mi355x_2']"
